Genus,Species,Body weight (g),Brain weight (g),Total length (cm)
Symphodus,melops,10.9,0.078,
Symphodus,melops,11.2,0.082,
Symphodus,melops,11.6,0.084,
Symphodus,melops,11.6,0.074,
Symphodus,melops,13.1,0.077,
Symphodus,melops,13.3,0.082,
Symphodus,melops,13.7,0.081,
Symphodus,melops,15.9,0.108,
Symphodus,melops,18.4,0.126,
Symphodus,melops,18.5,0.107,
Symphodus,melops,18.9,0.101,
Symphodus,melops,19,0.118,
Symphodus,melops,19.8,0.127,
Symphodus,melops,22.2,0.112,
Symphodus,melops,22.5,0.105,
Symphodus,melops,22.7,0.128,
Symphodus,melops,22.8,0.125,
Symphodus,melops,24.9,0.137,
Symphodus,melops,26.7,0.129,
Symphodus,melops,28.1,0.119,
Symphodus,melops,29.7,0.145,
Symphodus,melops,31,0.122,
Symphodus,melops,40.2,0.148,
Symphodus,melops,41,0.064,
Symphodus,melops,43.8,0.172,
Symphodus,melops,44.9,0.173,
Symphodus,melops,71.4,0.248,
Symphodus,melops,75.1,0.203,
Symphodus,melops,79.3,0.228,
Symphodus,melops,104,0.228,
Symphodus,melops,127,0.335,
Symphodus,melops,0.6,0.0116,
Symphodus,melops,1.1,0.022,
Symphodus,melops,1.8,0.031,
Symphodus,melops,2.7,0.043,
Symphodus,melops,3.5,0.049,
Symphodus,melops,3.9,0.057,
Symphodus,melops,5.7,0.066,
Symphodus,melops,6.9,0.058,
Symphodus,ocellatus,25.5,0.151,11.4
Symphodus,rostratus,12,0.115,
Symphodus,tinca,10.9,0.095,
Symphodus,tinca,23.7,0.15,12.1
Symphodus,tinca,24.1,0.15,12
Symphodus,tinca,33.8,0.195,
Symphodus,tinca,58.2,0.245,15.6
Symphodus,tinca,180,0.445,25
Symphodus,tinca,210,0.36,28.2
Thalassoma,amblycephalum,26.2,0.171,14
Thalassoma,bifasciatum,15.2,0.102,
Thalassoma,duperrey,33,0.19,14.1
Thalassoma,duperrey,136,0.385,23.3
Thalassoma,duperrey,168,0.357,24.5
Thalassoma,hebraicum,19.1,0.16,
Thalassoma,jansenii,77,0.265,19
Thalassoma,lunare,16,0.134,11.5
Thalassoma,lunare,43,0.179,
Thalassoma,lutescens,73,0.324,20.4
Thalassoma,lutescens,112,0.324,23
Thalassoma,quinquevittatum,29.5,0.197,13.1
Equulites,moretoniensis,15,0.05,
Gnathodentex,aureolineatus,172,0.707,24
Gymnocranius,grandoculis,2170,1.888,52
Gymnocranius,griseus,48,0.376,14.5
Gymnocranius,griseus,68,0.441,17.2
Lethrinus,genivittatus,700,0.943,
Lethrinus,lentjan,500,1.663,
Lethrinus,microdon,2250,1.704,59
Lethrinus,obsoletus,610,0.856,
Lethrinus,xanthochilus,1680,2.369,50.5
Lethrinus,xanthochilus,2000,2.365,
Monotaxis,grandoculis,147,0.577,22.2
Monotaxis,grandoculis,371,0.888,28
Monotaxis,grandoculis,115.08,0.418,
Aphareus,furca,127.5,0.719,
Aphareus,rutilans,5200,2.875,
Aprion,virescens,1630,1.972,
Aprion,virescens,1700,2.064,56.8
Etelis,oculatus,500,0.989,42
Etelis,oculatus,3000,1.86,95
Lutjanus,analis,2490,2.09,
Lutjanus,apodus,87,0.576,
Lutjanus,argentimaculatus,7400,2.992,79
Lutjanus,bohar,3300,2.62,57.5
Lutjanus,bohar,5230,3.866,69.5
Lutjanus,buccanella,34,0.258,
Lutjanus,fulvus,380,0.957,29.5
Lutjanus,gibbus,680,1.123,35.2
Lutjanus,gibbus,970,1.75,41.2
Lutjanus,griseus,233,0.632,
Lutjanus,kasmira,225,0.611,24.5
Lutjanus,kasmira,255,0.738,25.7
Lutjanus,mahogoni,108,0.594,
Lutjanus,monostigma,490,1.17,33.8
Lutjanus,monostigma,544,1.07,34.5
Lutjanus,monostigma,840,1.238,40.5
Lutjanus,monostigma,1450,1.722,
Lutjanus,rivulatus,190,0.52,22
Lutjanus,vitta,107,0.507,21.2
Macolor,niger,2620,2.724,56.5
Ocyurus,chrysurus,255,0.94,
Pristipomoides,typus,3900,1.661,67.5
Rhomboplites,aurorubens,202,0.65,
Mene,maculata,60,0.282,15.5
Mene,maculata,16,0.12,10.2
Mene,maculata,16,0.132,10.2
Mene,maculata,16,0.132,10.2
Mene,maculata,16,0.142,10.2
Gunnellichthys,monostigma,1.81,0.0055,9
Gunnellichthys,monostigma,1.2,0.0043,
Microdesmus,retropinnis,1.95,0.0027,11
Ptereleotris,microlepis,12.3,0.0395,12.5
Dicentrarchus,labrax,567,0.561,38
Dicentrarchus,labrax,690,0.657,40.2
Dicentrarchus,labrax,801,0.651,42.5
Dicentrarchus,labrax,1800,0.976,
Dicentrarchus,labrax,3400,1.086,68
Dicentrarchus,labrax,28.2,0.128,14.2
Dicentrarchus,labrax,50.9,0.173,17.4
Dicentrarchus,labrax,54.5,0.19,18.1
Dicentrarchus,labrax,55.9,0.202,17.7
Dicentrarchus,labrax,56.5,0.205,18.3
Dicentrarchus,labrax,66.1,0.215,18.6
Dicentrarchus,labrax,68.6,0.228,19.4
Dicentrarchus,labrax,69.2,0.214,
Dicentrarchus,labrax,69.5,0.213,18.5
Dicentrarchus,labrax,72.1,0.232,19.4
Dicentrarchus,labrax,74.1,0.21,19.3
Dicentrarchus,labrax,76.9,0.234,
Dicentrarchus,labrax,81.3,0.22,20.9
Mullus,barbatus,757,0.924,35.7
Mullus,surmuletus,75,0.375,18.1
Mullus,surmuletus,170,0.558,24
Mullus,surmuletus,440,0.683,32
Pseudupeneus,maculatus,167,0.464,
Upeneus,sulphureus,18,0.102,
Upeneus,tragula,29.6,0.159,13.3
Upeneus,tragula,44.5,0.184,
Upeneus,tragula,57,0.266,18
Nemipterus,furcosus,218,0.684,27
Pentapodus,caninus,165,0.497,25
Scolopsis,ciliata,47,0.251,14.6
Scolopsis,vosmeri,29.5,0.156,11.5
Dissostichus,eleginoides,750,0.727,
Dissostichus,eleginoides,3800,1.233,
Dissostichus,eleginoides,11540,2.024,
Dissostichus,eleginoides,62,0.198,
Dissostichus,eleginoides,240,0.351,
Gobionotothen,acuta,57,0.138,
Gobionotothen,acuta,58,0.124,
Gobionotothen,acuta,72,0.143,
Gobionotothen,acuta,168,0.219,
Gobionotothen,acuta,190,0.287,
Lepidonotothen,mizops,33,0.151,
Lepidonotothen,squamifrons,300,0.338,
Lepidonotothen,squamifrons,225,0.284,
Notothenia,rossii,1450,0.741,
Notothenia,rossii,2800,1.379,
Notothenia,rossii,2820,1.075,
Opistognathus,macrognathus,21.3,0.072,
Pempheris,oualensis,114,0.313,20.2
Pempheris,oualensis,78.28,0.26,
Perca,flavescens,192,0.337,
Perca,flavescens,167,0.254,
Perca,fluviatilis,67.27,0.162,
Pholis,gunnellus,12.2,0.016,20.2
Pholis,gunnellus,14.7,0.021,15.5
Parapercis,clathrata,12,0.085,
Parapercis,cylindrica,14.5,0.089,11.2
Assessor,macneilli,1.7,0.0228,
Polydactylus,plebeius,1210,1.094,49.1
Apolemichthys,arcuatus,138.6,0.298,
Apolemichthys,xanthotis,173.4,0.2768,
Apolemichthys,xanthotis,193,0.293,18.5
Centropyge,bicolor,35.6,0.1672,
Centropyge,bicolor,17.5,0.116,9.4
Centropyge,bispinosa,39.5,0.1435,
Centropyge,bispinosa,30,0.128,10.6
Centropyge,bispinosa,14.2,0.087,
Centropyge,fisheri,15.4,0.0897,
Centropyge,fisheri,6,0.058,6.2
Centropyge,fisheri,6.3,0.063,6.2
Centropyge,fisheri,13.5,0.071,8.4
Centropyge,flavissima,41,0.174,
Centropyge,flavissima,29.8,0.151,
Centropyge,heraldi,24.4,0.1427,
Centropyge,heraldi,23,0.136,9.4
Centropyge,multispinis,42.2,0.1843,
Centropyge,multispinis,44,0.154,
Centropyge,potteri,51.9,0.1525,
Centropyge,potteri,36.5,0.134,10.7
Centropyge,potteri,54.1,0.146,12.5
Centropyge,tibicen,39,0.199,
Centropyge,tibicen,12.5,0.11,8.2
Genicanthus,caudovittatus,211.2,0.3318,
Genicanthus,caudovittatus,65,0.172,20
Genicanthus,caudovittatus,73,0.255,21.7
Pomacanthus,imperator,2055.7,0.7471,
Pomacanthus,imperator,620,0.446,27.5
Pomacanthus,imperator,1190,0.7,36
Pomacanthus,imperator,663.17,0.515,
Pomacanthus,maculosus,943.4,0.5841,
Pomacanthus,maculosus,1070,1.073,
Pomacanthus,paru,88,0.23,
Pomacanthus,semicirculatus,3234.4,0.8799,
Pomacanthus,semicirculatus,1900,0.739,
Pomacanthus,sexstriatus,11610,1.2373,
Pomacanthus,sexstriatus,430,0.414,24.5
Pomacentrus,albicaudatus,25,0.114,10.2
Pomacentrus,pavo,5.5,0.058,7.5
Pomacentrus,philippinus,23.7,0.154,
Pomacentrus,vaiuli,7.5,0.058,6.9
Pomacentrus,vaiuli,6.6,0.069,
Pygoplites,diacanthus,553.1,0.5384,
Pygoplites,diacanthus,51.4,0.202,12.3
Abudefduf,abdominalis,60,0.209,
Abudefduf,abdominalis,60.1,0.208,
Abudefduf,abdominalis,106,0.285,
Abudefduf,hoefleri,5,0.052,
Abudefduf,saxatilis,78.6,0.36,
Abudefduf,saxatilis,89.53,0.356,
Abudefduf,septemfasciatus,200,0.304,
Abudefduf,sexfasciatus,5.2,0.06,
Abudefduf,sexfasciatus,21.5,0.133,
Abudefduf,sexfasciatus,71,0.227,
Abudefduf,sexfasciatus,41.38,0.182,
Abudefduf,sordidus,200,0.4,
Abudefduf,vaigiensis,13.8,0.099,
Abudefduf,whitleyi,165,0.377,
Amblyglyphidodon,curacao,37.4,0.163,
Amblyglyphidodon,curacao,57,0.16,
Amblyglyphidodon,curacao,21.5,0.138,
Amblyglyphidodon,leucogaster,21.9,0.097,
Amblyglyphidodon,leucogaster,26.1,0.125,
Amblyglyphidodon,leucogaster,80,0.168,
Amphiprion,allardi,32.2,0.102,
Amphiprion,bicinctus,0.7,0.013,
Amphiprion,bicinctus,25,0.077,
Amphiprion,bicinctus,38,0.091,
Amphiprion,chrysopterus,22,0.0805,
Amphiprion,melanopus,10.3,0.059,
Amphiprion,melanopus,27.07,0.096,
Chromis,agilis,11.4,0.0914,
Chromis,agilis,8,0.0673,
Chromis,amboinensis,13.2,0.079,8
Chromis,atripectoralis,35,0.138,11.2
Chromis,atripes,6.8,0.047,6.6
Chromis,chromis,17.5,0.125,10.2
Chromis,chromis,22.5,0.145,
Chromis,chrysura,37,0.157,11.6
Chromis,cyanea,6.64,0.088,
Chromis,flavomaculata,35,0.215,
Chromis,iomelas,6,0.052,6.5
Chromis,multilineata,25,0.18,
Chromis,retrofasciata,2.6,0.033,
Chromis,ternatensis,13.7,0.126,9.5
Chromis,ternatensis,14,0.1,8.2
Chromis,viridis,4.7,0.053,6.3
Chromis,weberi,20,0.163,
Chrysiptera,brownriggii,5.2,0.051,
Chrysiptera,glauca,5.3,0.053,6.3
Chrysiptera,glauca,10.5,0.069,7.8
Chrysiptera,rollandi,1.6,0.0233,
Chrysiptera,rollandi,2.6,0.033,
Dascyllus,albisella,40.3,0.157,11
Dascyllus,albisella,55,0.174,
Dascyllus,aruanus,4,0.039,4.9
Dascyllus,aruanus,4.7,0.05,5.5
Dascyllus,aruanus,6.5,0.055,5.5
Dascyllus,marginatus,6.3,0.048,5.8
Dascyllus,marginatus,7.2,0.065,6.4
Dascyllus,reticulatus,10.7,0.083,7.4
Dascyllus,trimaculatus,71.5,0.233,13.5
Dascyllus,trimaculatus,78,0.199,
Dascyllus,trimaculatus,97.3,0.251,
Dascyllus,trimaculatus,36,0.119,10
Dischistodus,perspicillatus,147,0.158,
Microspathodon,chrysurus,53,0.198,
Neoglyphidodon,nigroris,47,0.124,
Neopomacentrus,cyanomos,15,0.1,10.7
Neopomacentrus,miryae,33,0.144,12.5
Plectroglyphidodon,dickii,12.2,0.114,
Plectroglyphidodon,lacrymatus,23,0.113,
Plectroglyphidodon,lacrymatus,17.5,0.122,
Plectroglyphidodon,leucozonus,38.8,0.112,
Stegastes,nigricans,33.37,0.153,
Teixeirichthys,jordani,5,0.037,
Heteropriacanthus,cruentatus,216,0.507,22.7
Heteropriacanthus,cruentatus,226.67,0.518,
Priacanthus,hamrur,250,0.479,27
Priacanthus,hamrur,616,0.853,38.4
Rhyacichthys,aspro,185.8,0.1681,22.5
Calotomus,spinidens,157,0.307,20.5
Cetoscarus,bicolor,1120,0.86,41.5
Chlorurus,sordidus,440,0.561,27.2
Chlorurus,sordidus,535,0.606,29
Hipposcarus,harid,1720,1.062,47.6
Scarus,frenatus,395,0.455,
Scarus,ghobban,2095,0.846,
Scarus,globiceps,620,0.678,34.2
Scarus,globiceps,750,0.799,
Scarus,niger,275,0.49,24.2
Scarus,niger,400,0.547,26.5
Scarus,oviceps,162,0.297,20.8
Scarus,oviceps,255,0.398,
Scarus,prasiognathos,1060,0.686,
Scarus,psittacus,391,0.562,28.2
Scarus,psittacus,450,0.503,
Scarus,psittacus,700,0.647,36
Scarus,rubroviolaceus,1440,1.015,47
Scarus,rubroviolaceus,754.4,0.66,
Scarus,taeniopterus,32,0.105,12.5
Scarus,taeniopterus,57.33,0.179,
Sparisoma,aurofrenatum,237,0.432,
Sparisoma,viride,621,0.544,
Scatophagus,argus,325,0.343,
Selenotoca,multifasciata,200,0.349,22
Acanthocybium,solandri,12200,1.863,
Euthynnus,affinis,1710,2.042,
Euthynnus,affinis,2050,1.963,52.5
Euthynnus,affinis,2700,2.214,59.5
Euthynnus,alletteratus,6291,3.57,
Grammatorcynus,bilineatus,785,1.968,49.5
Gymnosarda,unicolor,440,0.758,33.9
Gymnosarda,unicolor,1380,1.51,52
Gymnosarda,unicolor,3200,2.003,69.5
Gymnosarda,unicolor,7425,3.072,88
Gymnosarda,unicolor,13200,4.068,103
Katsuwonus,pelamis,7530,4.04,
Katsuwonus,pelamis,6500,4.659,
Katsuwonus,pelamis,6840,4.554,
Katsuwonus,pelamis,7340,4.572,
Scomber,scombrus,228,0.63,28.8
Scomber,scombrus,265,0.602,31.3
Scomber,scombrus,330,0.678,32.2
Scomber,scombrus,398,0.845,33.1
Scomber,scombrus,582,1.248,42
Scomber,scombrus,600,1.391,
Scomber,scombrus,850,1.291,
Scomber,scombrus,74.5,0.302,21.4
Scomber,scombrus,126,0.415,25.2
Scomber,scombrus,144,0.45,19.9
Scomber,scombrus,150,0.545,25
Scomber,scombrus,187,0.515,27
Scomber,scombrus,204,0.625,28.1
Scomberomorus,commerson,3500,1.542,
Scomberomorus,maculatus,1457,1.61,
Scomberomorus,maculatus,765,0.64,
Scomberomorus,regalis,2430,2.18,
Thunnus,albacares,2440,2.837,56
Thunnus,albacares,2800,3.205,57.5
Thunnus,albacares,3700,3.531,
Thunnus,albacares,4400,3.951,
Thunnus,albacares,4500,4.065,69.5
Thunnus,albacares,25200,6.237,131
Thunnus,thynnus,5210,3.09,
Anyperodon,leucogrammicus,375,0.476,
Anyperodon,leucogrammicus,690,0.711,
Aporops,bilinearis,12.6,0.0396,8
Cephalopholis,argus,630,0.576,34
Cephalopholis,argus,1450,0.757,46.4
Cephalopholis,boenak,22,0.111,12.1
Cephalopholis,boenak,105,0.198,18.2
Cephalopholis,boenak,120,0.22,20
Cephalopholis,cruentata,98.9,0.428,
Cephalopholis,cruentata,107,0.334,
Cephalopholis,cruentata,172,0.491,
Cephalopholis,cruentata,195.2,0.4,
Cephalopholis,fulva,134,0.414,20.5
Cephalopholis,fulva,156.53,0.381,
Cephalopholis,hemistiktos,83,0.19,16.8
Cephalopholis,leopardus,33.5,0.155,13.1
Cephalopholis,miniata,573,0.537,
Cephalopholis,urodeta,51,0.197,15.4
Cephalopholis,urodeta,78,0.22,18
Cephalopholis,urodeta,112,0.287,19.5
Cephalopholis,urodeta,149,0.343,
Diploprion,bifasciatum,95,0.251,15.7
Epinephelus,corallicola,226,0.41,25.5
Epinephelus,cyanopodus,1115,0.629,41
Epinephelus,fasciatus,298,0.415,28
Epinephelus,fasciatus,132,0.175,22.5
Epinephelus,fasciatus,175,0.351,22.5
Epinephelus,hexagonatus,75,0.217,17.2
Epinephelus,hexagonatus,132,0.26,21
Epinephelus,hexagonatus,138,0.255,22
Epinephelus,hexagonatus,161,0.292,22.5
Epinephelus,hexagonatus,500,0.393,
Epinephelus,itajara,32890,2.31,
Epinephelus,longispinis,65,0.247,
Epinephelus,maculatus,800,0.622,
Epinephelus,maculatus,1900,0.769,52
Epinephelus,malabaricus,44,0.104,14.5
Epinephelus,melanostigma,274,0.406,25.6
Epinephelus,merra,32,0.151,13.2
Epinephelus,merra,33,0.147,13.5
Epinephelus,merra,36,0.146,14
Epinephelus,merra,70.5,0.194,
Epinephelus,merra,96,0.207,19
Epinephelus,merra,110,0.238,20.5
Epinephelus,polyphekadion,3000,0.752,57
Epinephelus,polyphekadion,760,0.625,40.2
Epinephelus,polyphekadion,920,0.63,39.8
Epinephelus,polyphekadion,1400,0.639,44.5
Epinephelus,polyphekadion,2300,0.688,53.5
Epinephelus,tauvina,1650,0.818,47
Grammistes,sexlineatus,75,0.099,15.4
Hyporthodus,septemfasciatus,8,0.051,
Mycteroperca,bonaci,2712,1.99,
Plectropomus,laevis,480,0.573,
Plectropomus,leopardus,700,0.708,
Plectropomus,leopardus,2265,0.992,
Plectropomus,leopardus,2600,1.093,
Plectropomus,leopardus,10350,1.545,
Plectropomus,maculatus,4600,1.177,
Pseudanthias,squamipinnis,19,0.1,13
Pseudanthias,squamipinnis,11.8,0.087,
Pseudogramma,polyacantha,8.9,0.032,8.09
Serranus,cabrilla,8.3,0.083,9.1
Serranus,cabrilla,9.7,0.08,9.7
Serranus,cabrilla,14,0.103,11
Serranus,cabrilla,17,0.112,
Serranus,cabrilla,18,0.114,11.8
Serranus,cabrilla,18.5,0.113,12
Serranus,cabrilla,19,0.122,
Serranus,cabrilla,19.5,0.118,12
Serranus,cabrilla,19.5,0.115,12
Serranus,cabrilla,19.5,0.121,12.1
Serranus,cabrilla,20.5,0.123,12.2
Serranus,cabrilla,22.5,0.123,
Serranus,cabrilla,22.5,0.117,12.5
Serranus,cabrilla,24.7,0.124,12.5
Serranus,cabrilla,32.5,0.143,14.5
Serranus,cabrilla,52.9,0.205,16.7
Serranus,hepatus,17.9,0.125,11.5
Serranus,hepatus,24.6,0.135,13
Serranus,scriba,29.5,0.115,13.7
Variola,louti,225,0.516,
Variola,louti,302,0.417,
Variola,louti,364,0.43,
Siganus,argenteus,259,0.484,27.5
Siganus,argenteus,435,0.519,33
Siganus,argenteus,239.17,0.386,
Siganus,canaliculatus,210,0.347,24.5
Siganus,doliatus,110,0.437,20.8
Siganus,luridus,391,0.435,
Siganus,puellus,75,0.334,19
Siganus,punctatus,169,0.372,21
Siganus,punctatus,120,0.255,
Siganus,rivulatus,139,0.254,
Siganus,spinus,45,0.215,14.7
Siganus,spinus,38.6,0.231,
Siganus,vulpinus,154,0.377,21.2
Acanthopagrus,bifasciatus,201,0.59,
Argyrops,filamentosus,560,0.79,31.3
Argyrops,spinifer,1800,1.267,48.5
Boops,boops,81,0.345,20
Boops,boops,163,0.52,26.8
Diplodus,annularis,115,0.375,17.2
Diplodus,annularis,118,0.345,17.8
Diplodus,cervinus,197,0.713,
Diplodus,noct,80,0.316,16.8
Diplodus,noct,228,0.447,23.5
Oblada,melanura,325,0.633,30.5
Pagellus,bogaraveo,560,1.01,34
Pagellus,bogaraveo,1000,1.497,
Pagellus,bogaraveo,1250,1.778,43
Pagellus,bogaraveo,1350,1.749,46
Pagellus,bogaraveo,1850,1.863,46
Pagellus,bogaraveo,1860,1.738,47
Pagellus,bogaraveo,230,0.658,26
Pagellus,erythrinus,79,0.465,18.6
Pagellus,erythrinus,168,0.73,24.2
Rhabdosargus,sarba,170,0.338,21
Spicara,maena,35.5,0.243,15.1
Spicara,maena,51,0.216,16.8
Spicara,maena,61.2,0.227,17.6
Spicara,maena,67,0.315,18
Spicara,maena,70,0.325,18.7
Spicara,maena,80,0.325,18
Spicara,maena,90,0.335,19.3
Spicara,maena,94,0.325,20.5
Spicara,maena,115,0.355,20.7
Spicara,maena,245,0.45,
Spicara,maena,11.5,0.11,10.5
Spicara,maena,12,0.115,11.2
Spicara,maena,16.5,0.125,11.7
Spondyliosoma,cantharus,1499,1.204,42.4
Sphyraena,barracuda,4794,4.34,
Sphyraena,barracuda,8654,5.7,
Sphyraena,barracuda,5978,3.83,
Sphyraena,barracuda,9130,6.3,
Sphyraena,barracuda,2350,1.785,80.5
Sphyraena,chrysotaenia,11.6,0.105,
Sphyraena,forsteri,300,0.737,
Sphyraena,forsteri,1170,1.558,62.5
Sphyraena,obtusata,37.7,0.187,20
Lumpenus,lampretaeformis,26,0.0839,29.99
Lumpenus,lampretaeformis,50,0.0732,39.17
Terapon,jarbua,295,0.435,28
Echiichthys,vipera,17,0.065,11.5
Echiichthys,vipera,60,0.0956,
Trachinus,draco,59.5,0.133,21
Trachinus,draco,130,0.185,26.8
Trachinus,draco,135,0.25,28.4
Trachinus,draco,215,0.26,33
Trachinus,draco,330,0.275,39
Trachurus,novaezelandiae,22,0.13,
Trachurus,trachurus,102,0.505,26
Trachurus,trachurus,130,0.495,25.5
Trachurus,trachurus,210,0.685,31
Trachurus,trachurus,440,1.055,33
Trachurus,trachurus,580,1.2513,
Aphanopus,carbo,610,0.652,
Aphanopus,carbo,655,0.71,
Aphanopus,carbo,675,0.601,
Aphanopus,carbo,750,0.629,
Aphanopus,carbo,800,0.592,
Aphanopus,carbo,980,0.762,
Aphanopus,carbo,1100,0.818,
Trichiurus,lepturus,90,0.154,
Trichiurus,lepturus,250,0.369,
Xenisthmus,polyzonatus,0.18,0.0016,
Xiphias,gladius,8800,1.93,
Zanclus,cornutus,121,0.705,15.7
Zanclus,cornutus,135,0.549,16.5
Zanclus,cornutus,141,0.245,
Zanclus,cornutus,277,0.749,20
Zanclus,cornutus,132.2,0.503,
Lycenchelys,sp.,4.52,0.009,
Polypterus,palmas,65.14,0.096,
Eurypharynx,pelecanoides,74,0.02,50.3
Eurypharynx,pelecanoides,29,0.0179,
Coregonus,artedi,162.1,0.2995,
Coregonus,clupeaformis,798.6,0.593,
Coregonus,clupeaformis,746.5,0.503,
Oncorhynchus,mykiss,217.7,0.415,
Oncorhynchus,mykiss,110.1,0.315,
Oncorhynchus,mykiss,260.8,0.454,
Oncorhynchus,mykiss,280,0.428,
Oncorhynchus,mykiss,2750,0.818,
Oncorhynchus,mykiss,42.8,0.178,
Salmo,salar,5361,1.143,
Salmo,salar,5412,1.387,
Salmo,salar,4922,1.029,
Salmo,salar,3930,1.257,
Salmo,salar,280,0.428,
Salmo,trutta,292,0.57,
Salvelinus,fontinalis,255,0.439,
Salvelinus,fontinalis,850,0.83,
Salvelinus,fontinalis,230.1,0.466,
Salvelinus,namaycush,3240,1.323,
Salvelinus,namaycush,2500,1.233,
Agonus,cataphractus,6,0.036,
Agonus,cataphractus,10,0.049,
Aspidophoroides,monopterygius,15,0.072,
Aspidophoroides,monopterygius,21,0.065,
Aspidophoroides,monopterygius,26,0.048,
Zanclorhynchus,spinifer,139,0.191,
Zanclorhynchus,spinifer,200,0.253,
Artediellus,uncinatus,11.3,0.0447,
Gymnocanthus,tricuspis,27,0.097,
Myoxocephalus,scorpius,550,0.286,37
Myoxocephalus,scorpius,1050,0.335,41
Myoxocephalus,scorpius,1170,0.345,43
Myoxocephalus,scorpius,417,0.127,
Myoxocephalus,scorpius,431,0.126,
Taurulus,bubalis,1.1,0.02,
Taurulus,bubalis,1.1,0.019,
Taurulus,bubalis,1.4,0.02,
Taurulus,bubalis,1.4,0.02,
Taurulus,bubalis,1.4,0.021,
Taurulus,bubalis,1.5,0.021,
Taurulus,bubalis,1.6,0.021,
Taurulus,bubalis,2.1,0.026,
Taurulus,bubalis,2.2,0.022,
Taurulus,bubalis,2.5,0.029,
Taurulus,bubalis,2.7,0.027,
Taurulus,bubalis,3.4,0.026,
Taurulus,bubalis,3.6,0.027,
Taurulus,bubalis,3.9,0.035,
Taurulus,bubalis,4.2,0.03,
Taurulus,bubalis,5.4,0.034,
Taurulus,bubalis,5.6,0.034,
Taurulus,bubalis,5.6,0.035,
Taurulus,bubalis,5.8,0.052,
Taurulus,bubalis,6,0.029,
Taurulus,bubalis,6.3,0.037,
Taurulus,bubalis,6.5,0.039,
Taurulus,bubalis,6.5,0.041,
Taurulus,bubalis,6.6,0.06,
Taurulus,bubalis,7,0.057,
Taurulus,bubalis,7,0.053,
Taurulus,bubalis,7,0.056,
Taurulus,bubalis,7,0.049,
Taurulus,bubalis,7.6,0.058,
Taurulus,bubalis,8,0.068,
Taurulus,bubalis,8.1,0.057,
Taurulus,bubalis,8.3,0.039,
Taurulus,bubalis,8.5,0.054,
Taurulus,bubalis,8.5,0.068,
Taurulus,bubalis,8.6,0.051,
Taurulus,bubalis,9.1,0.039,
Taurulus,bubalis,9.9,0.058,
Taurulus,bubalis,10,0.063,
Taurulus,bubalis,10.2,0.06,
Taurulus,bubalis,10.2,0.06,
Taurulus,bubalis,11,0.055,
Taurulus,bubalis,11.1,0.058,
Taurulus,bubalis,11.1,0.065,
Taurulus,bubalis,11.4,0.062,
Taurulus,bubalis,12.5,0.064,
Taurulus,bubalis,12.7,0.067,
Taurulus,bubalis,13,0.062,
Taurulus,bubalis,13.4,0.059,
Taurulus,bubalis,13.7,0.063,
Taurulus,bubalis,15.2,0.069,
Taurulus,bubalis,15.9,0.067,
Taurulus,bubalis,16.7,0.07,
Taurulus,bubalis,19.2,0.089,
Taurulus,bubalis,19.8,0.084,
Taurulus,bubalis,20.1,0.07,
Taurulus,bubalis,20.6,0.098,
Taurulus,bubalis,21.5,0.069,
Taurulus,bubalis,21.8,0.09,
Taurulus,bubalis,22,0.081,
Taurulus,bubalis,23.2,0.103,
Taurulus,bubalis,24.7,0.092,
Taurulus,bubalis,24.8,0.11,
Taurulus,bubalis,26,0.117,
Taurulus,bubalis,27,0.074,
Taurulus,bubalis,33.8,0.085,
Taurulus,bubalis,37.4,0.092,
Taurulus,bubalis,49.2,0.105,
Taurulus,bubalis,57.5,0.111,
Taurulus,bubalis,60.5,0.142,
Taurulus,bubalis,62.8,0.109,
Taurulus,bubalis,65.9,0.136,
Taurulus,bubalis,68,0.138,
Taurulus,bubalis,90.3,0.142,
Cyclopterus,lumpus,3040,0.229,
Dactyloptena,orientalis,7.3,0.072,7.4
Dactyloptena,orientalis,15,0.151,
Dactyloptena,orientalis,40.5,0.296,
Dactylopterus,volitans,11,0.14,
Hoplichthys,citrinus,42,0.103,21.5
Careproctus,reinhardti,54,0.0765,15
Careproctus,reinhardti,106,0.089,17.6
Careproctus,reinhardti,112,0.081,18
Liparis,liparis,10,0.038,
Liparis,liparis,10,0.04,7.5
Platycephalus,indicus,62,0.1,21.4
Caracanthus,maculatus,2,0.024,3.9
Dendrochirus,brachypterus,40,0.065,12
Iracundus,signifer,16.2,0.075,10.5
Pterois,antennata,99,0.104,
Pterois,antennata,114,0.134,
Pterois,antennata,295,0.167,
Pterois,antennata,405,0.177,
Pterois,antennata,485,0.208,
Pterois,antennata,527,0.177,
Pterois,antennata,282.29,0.15,
Pterois,volitans,38,0.038,
Scorpaena,plumieri,190,0.132,
Scorpaena,porcus,59.5,0.085,15.3
Scorpaena,porcus,61.5,0.091,
Scorpaena,porcus,72.5,0.095,16.2
Scorpaena,porcus,77.5,0.115,16.7
Scorpaena,porcus,77.5,0.093,17
Scorpaena,porcus,103,0.114,18
Scorpaena,porcus,107,0.105,18.7
Scorpaena,porcus,110,0.113,18.7
Scorpaena,porcus,113,0.111,18.6
Scorpaena,porcus,120,0.125,19.3
Scorpaena,porcus,126,0.112,
Scorpaena,porcus,170,0.135,20.7
Scorpaena,porcus,172,0.13,20.4
Scorpaena,porcus,207,0.128,22.5
Scorpaena,porcus,305,0.175,25.3
